,address,listingby,price,beds,baths,sqft,building_type,price/sqft
0,"480 Mission Bay Blvd #1008, San Francisco, CA 94158","COMPASS, Robyn L. Kaufman",$1.91M,2 bds,2 ba,"1,361 sqft",- Sold,
1,"152 Lombard St APT 403, San Francisco, CA 94111","COMPASS, Gail Y. Grendahl",$1.12M,2 bds,2 ba,"1,272 sqft",- Sold,
2,"109 S Lake Merced Hls APT 3C, San Francisco, CA 94132","REDFIN, Joanna A. Rose","$846,000",2 bds,2 ba,"1,247 sqft",- Sold,
3,"3620 Cesar Chavez St #404, San Francisco, CA 94110","VANGUARD PROPERTIES, Massimo F. Loporto",$1.27M,2 bds,2 ba,"1,038 sqft",- Sold,
4,"65 Joost Ave, San Francisco, CA 94131","VANGUARD PROPERTIES, Allison Chapleau",$1.02M,-- bds,-- ba,"1,869 sqft",- Sold,
5,"570 Page St APT 4, San Francisco, CA 94117","VANGUARD PROPERTIES, Carlos D. Cabarcos",$1.51M,2 bds,3 ba,"1,346 sqft",- Sold,
6,"460 Francisco St APT 302, San Francisco, CA 94133","COLDWELL BANKER REALTY, Steve Gallagher","$715,000",1 bd,1 ba,585 sqft,- Sold,
7,"1200 Gough St UNIT 7F, San Francisco, CA 94109",NaN,"$789,000",1 bd,1 ba,840 sqft,- Sold,
8,"201 Harrison St UNIT 806, San Francisco, CA 94105",NaN,"$540,000",Studio,1 ba,432 sqft,- Sold,
9,"2284 Cayuga Ave, San Francisco, CA 94112",NaN,$1.30M,3 bds,1 ba,"1,300 sqft",- Sold,
10,"20 Powers Ave, San Francisco, CA 94110","COMPASS, Michael Freethy",$1.55M,4 bds,2 ba,"2,510 sqft",- Sold,
11,"829 Folsom St UNIT 516, San Francisco, CA 94107","COMPASS, Omar Abu-Hajar",$1.26M,2 bds,2 ba,924 sqft,- Sold,
12,"762 29th Ave, San Francisco, CA 94121",NaN,$2.25M,3 bds,3 ba,"1,804 sqft",- Sold,
13,"175 Bluxome St UNIT 220, San Francisco, CA 94107","PACIFICA REAL ESTATE, Michael A. Leonardo","$780,000",2 bds,1 ba,-- sqft,- Sold,
14,"400 Beale St APT 1202, San Francisco, CA 94105","INTERO REAL ESTATE SERVICES, Olivera Jusufagic","$780,000",1 bd,1 ba,675 sqft,- Sold,
15,"170 Pfeiffer St, San Francisco, CA 94133","CORCORAN GLOBAL LIVING, David W. Gowan",$4.40M,6 bds,5 ba,"4,015 sqft",- Sold,
16,"1377 Post St APT 306, San Francisco, CA 94109","RESIDENTIAL AGENT, INC.",$1.09M,3 bds,3 ba,"1,448 sqft",- Sold,
17,"7 Edna St, San Francisco, CA 94112","CORCORAN GLOBAL LIVING, Sandra  Onken Fiek",$1.07M,2 bds,1 ba,915 sqft,- Sold,
18,"1738 Lombard St APT 8, San Francisco, CA 94123","SOTHEBY'S INTERNATIONAL REALTY, Mary Lou Castellanos",$1.80M,3 bds,3 ba,"1,717 sqft",- Sold,
19,"1944 Bush St, San Francisco, CA 94115","COMPASS, Trim T. Wellbeloved",$2.48M,4 bds,2 ba,"2,130 sqft",- Sold,
20,"1332 A South Van Ness Ave #1334, San Francisco, CA 94110","CORCORAN GLOBAL LIVING, Daniel R. Fernandez",$2.17M,6 bds,2 ba,"2,599 sqft",- Sold,
21,"766 30th Ave, San Francisco, CA 94121","COMPASS, Brandon S. Chen",$3.30M,6 bds,5 ba,"3,642 sqft",- Sold,
22,"200 Brannan St APT 405, San Francisco, CA 94107","CORCORAN GLOBAL LIVING, Donna Solen",$1.61M,2 bds,2 ba,"1,500 sqft",- Sold,
23,"545 Ashbury St APT 2, San Francisco, CA 94117","REDFIN, Joanna A. Rose","$865,000",1 bd,1 ba,-- sqft,- Sold,
24,"770 Capp St #772, San Francisco, CA 94110","CORCORAN GLOBAL LIVING, Jason S. Tam",$1.88M,6 bds,3 ba,"2,184 sqft",- Sold,
25,"1835 19th Ave #B, San Francisco, CA 94122","COMPASS, Gillian Toboni",$1.62M,5 bds,4 ba,"2,747 sqft",- Sold,
26,"2068 3rd St APT 16, San Francisco, CA 94107","THE SOURCE REAL ESTATE COMPANY, David Anderson",$1.32M,2 bds,3 ba,-- sqft,- Sold,
27,"268 Lombard St APT 4, San Francisco, CA 94133","SOTHEBY'S INTERNATIONAL REALTY, Marla Moresi-Valdes",$1.30M,1 bd,1 ba,832 sqft,- Sold,
28,"1901 Scott St, San Francisco, CA 94115","SOTHEBY'S INTERNATIONAL REALTY, Stacey E. Caen",$13.0M,5 bds,7 ba,-- sqft,- Sold,
29,"2983 21st St #B, San Francisco, CA 94110","COMPASS, Claudia L. Siegel","$445,000",1 bd,1 ba,-- sqft,- Sold,
30,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
31,"401 Sloat Blvd, San Francisco, CA 94132","CORCORAN GLOBAL LIVING, Pat Rock",$1.96M,3 bds,2 ba,"2,228 sqft",- Sold,
32,"2267 39th Ave, San Francisco, CA 94116","WIENER & ASSOC./A. LEWIN PROP., Michael L. Lewin",$1.56M,2 bds,1 ba,"1,137 sqft",- Sold,
33,"1183 Munich St, San Francisco, CA 94112","GENERATION REAL ESTATE, Lamisse Droubi",$1.41M,2 bds,1 ba,"1,272 sqft",- Sold,
34,"555 Moultrie St, San Francisco, CA 94110","COMPASS SF, Mary Macpherson",$1.82M,4 bds,2 ba,"1,415 sqft",- Sold,
35,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
36,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
37,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
38,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
39,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
40,"119 Buena Vista Ter, San Francisco, CA 94117","CORCORAN GLOBAL LIVING, Tim J. Gullicksen",$1.85M,2 bds,2 ba,"1,115 sqft",- Sold,
41,"1998 Broadway St #706, San Francisco, CA 94109","COMPASS SF, Travis C. Hale",$1.55M,2 bds,2 ba,"1,170 sqft",- Sold,
42,"2983 21st St #B, San Francisco, CA 94110","COMPASS, Claudia L. Siegel","$445,000",1 bd,1 ba,-- sqft,- Sold,
43,"1914 Funston Ave, San Francisco, CA 94116",NaN,$2.35M,4 bds,3 ba,"2,127 sqft",- Sold,
44,"3375 17th St APT 308, San Francisco, CA 94110","COMPASS, Jessica Branson",$1.20M,1 bd,2 ba,"1,294 sqft",- Sold,
45,"8 Mateo St, San Francisco, CA 94131","COMPASS, Jessica Branson",$2.17M,3 bds,3 ba,-- sqft,- Sold,
46,"1626 21st Ave, San Francisco, CA 94122","BERKSHIRE HATHAWAY-FRANCISCAN, Andrew de Vries",$1.85M,3 bds,2 ba,"2,033 sqft",- Sold,
47,"515 12th Ave, San Francisco, CA 94118","COMPASS SF, Scott Whelan",$1.95M,2 bds,2 ba,"1,825 sqft",- Sold,
48,"2346 41st Ave, San Francisco, CA 94116",NaN,$1.68M,3 bds,2 ba,"1,174 sqft",- Sold,
49,"1000 3rd St UNIT 713, San Francisco, CA 94158","SKYBOX REALTY, Vi N. Pavlicevich",$1.20M,2 bds,2 ba,"1,004 sqft",- Sold,
50,"1177 California St APT 1525, San Francisco, CA 94108","COMPASS SF, Ric A. Rocchiccioli","$900,000",1 bd,1 ba,653 sqft,- Sold,
51,"425 14th St APT 2, San Francisco, CA 94103","CORCORAN GLOBAL LIVING, Vanessa R. Gamp",$1.20M,2 bds,2 ba,"1,099 sqft",- Sold,
52,"109 Willard North St #111, San Francisco, CA 94118","BARBCO, Paul Barbagelata",$2.00M,4 bds,2 ba,"2,130 sqft",- Sold,
53,"1310 Fillmore St APT 701, San Francisco, CA 94115","NORCAL REALTY, Yu Ying Huang",$1.30M,3 bds,3 ba,"1,513 sqft",- Sold,
54,"70 Heather Ave #70, San Francisco, CA 94118","HARPER REAL ESTATE, Anthony R. Navarro",$1.15M,1 bd,1 ba,870 sqft,- Sold,
55,"401 Harrison St APT 18B, San Francisco, CA 94105","COMPASS, Denise L. Paulson",$1.75M,2 bds,2 ba,"1,311 sqft",- Sold,
56,"57 Blair Ter, San Francisco, CA 94107","COMPASS SF, Ric A. Rocchiccioli",$1.18M,3 bds,1 ba,"1,109 sqft",- Sold,
57,"4761 18th St, San Francisco, CA 94114","COMPASS SF, Ruth Krishnan",$1.60M,2 bds,1 ba,"1,245 sqft",- Sold,
58,"1901 Scott St, San Francisco, CA 94115","SOTHEBY'S INTERNATIONAL REALTY, Stacey E. Caen",$13.0M,5 bds,7 ba,-- sqft,- Sold,
59,"128 Elsie St, San Francisco, CA 94110","VANGUARD PROPERTIES, Catherine Watson",$4.0M,4 bds,5 ba,-- sqft,- Sold,
60,"451 Kansas St UNIT 402, San Francisco, CA 94107","HOME QUEST REALTY, Robert  Belli","$399,233",1 bd,1 ba,656 sqft,- Sold,
61,"700 Victoria St, San Francisco, CA 94127",NaN,$2.25M,3 bds,2 ba,"2,075 sqft",- Sold,
62,"1700 Funston Ave, San Francisco, CA 94122",NaN,$1.7M,-- bds,-- ba,"2,506 sqft",- Sold,
63,"364 17th Ave, San Francisco, CA 94121","COMPASS SF, Helena Zaludova",$3.5M,4 bds,3 ba,"2,405 sqft",- Sold,
64,"1593 Treat Ave, San Francisco, CA 94110","KINDRED SF HOMES, Shelly L. Sutherland",$1.51M,2 bds,1 ba,"1,130 sqft",- Sold,
65,"3471 Mission St #3475, San Francisco, CA 94110","MARCUS & MILLICHAP, Joseph V. Levy",$2.03M,6 bds,3 ba,"4,125 sqft",- Sold,
66,"3095 23rd Ave, San Francisco, CA 94132","COMPASS, Richard B. Teed",$3.1M,6 bds,3 ba,"3,365 sqft",- Sold,
67,"278 Monterey Blvd, San Francisco, CA 94131","COMPASS SF, Pete Brannigan",$1.3M,3 bds,3 ba,"1,776 sqft",- Sold,
68,"212 Putnam St, San Francisco, CA 94110","SOTHEBY'S INTERNATIONAL REALTY, Robert R. Callan Jr.","$875,000",Studio,-- ba,-- sqft,- Sold,
69,"1814 Webster St #1816, San Francisco, CA 94115","COLDWELL BANKER REALTY, Dona Crowder",$2.2M,4 bds,3 ba,"2,390 sqft",- Sold,
70,"1439 Page St, San Francisco, CA 94117","COMPASS, Judson B. Gregory",$1.95M,3 bds,2 ba,"1,924 sqft",- Sold,
71,"109 S Lake Merced Hls APT 2B, San Francisco, CA 94132","PARK NORTH REAL ESTATE, Tim Hawko","$805,000",3 bds,2 ba,"1,474 sqft",- Sold,
72,"24 Woodland Ave #A, San Francisco, CA 94117","COMPASS, Gillian S. Pontes",$1.95M,4 bds,3 ba,-- sqft,- Sold,
73,"24 Woodland Ave, San Francisco, CA 94117","COMPASS, Gillian S. Pontes",$1.8M,3 bds,2 ba,-- sqft,- Sold,
74,"3190 Scott St APT 302, San Francisco, CA 94123","COMPASS, Vanessa Kitchen",$1.45M,2 bds,2 ba,"1,037 sqft",- Sold,
75,"1010 Silliman St, San Francisco, CA 94134","COMPASS, Karen Mendelsohn Gould",$2.15M,5 bds,4 ba,"2,417 sqft",- Sold,
76,"75 Folsom St APT 800, San Francisco, CA 94105","SKYBOX REALTY, Paul Hwang","$959,500",1 bd,1 ba,"1,019 sqft",- Sold,
77,"1767 43rd Ave, San Francisco, CA 94122",NaN,$1.3M,3 bds,2 ba,"1,525 sqft",- Sold,
78,"175 28th St, San Francisco, CA 94131","CORCORAN GLOBAL LIVING, Steve M. Dells",$2.6M,6 bds,4 ba,"3,630 sqft",- Sold,
79,"135 Hearst Ave, San Francisco, CA 94131","SEQUOIA REAL ESTATE, Kalok Law",$1.34M,2 bds,1 ba,-- sqft,- Sold,
80,"70 Cerritos Ave, San Francisco, CA 94127","COMPASS, Marianne Bacigalupi Schier",$3.23M,5 bds,3 ba,"3,397 sqft",- Sold,
81,"201 Harrison St APT 405, San Francisco, CA 94105","THE CANLAS BROTHERS, Neil  Canlas","$600,000",1 bd,1 ba,544 sqft,- Sold,
82,"250 Clara St UNIT 15, San Francisco, CA 94107","CORCORAN GLOBAL LIVING, Ronald B. Whitney","$840,000",1 bd,2 ba,864 sqft,- Sold,
83,"55 Red Rock Way APT 107O, San Francisco, CA 94131",NaN,"$612,000",-- bds,1 ba,592 sqft,- Sold,
84,"300 Ivy St APT 513, San Francisco, CA 94102",NaN,"$925,000",1 bd,1 ba,677 sqft,- Sold,
85,"2831 Kirkham St, San Francisco, CA 94122","BARBCO, Jason C. Chan",$1.83M,3 bds,2 ba,"1,828 sqft",- Sold,
86,"530 Chestnut St #C308, San Francisco, CA 94133","HATCH REALTY GROUP, INC., Andrea Vanessa Trucios West",$1.41M,2 bds,2 ba,"1,313 sqft",- Sold,
87,"1521 Sutter St APT 307, San Francisco, CA 94109","LEFT COAST PROPERTIES, Ivan T. Fujinaka",$1.10M,2 bds,2 ba,957 sqft,- Sold,
88,"435 China Basin St UNIT 218, San Francisco, CA 94158","COMPASS, Dianne M. Hartnett","$968,000",1 bd,1 ba,838 sqft,- Sold,
89,"2148 Union St #2, San Francisco, CA 94123","VANGUARD PROPERTIES, Frank A. Nolan",$1.43M,2 bds,2 ba,-- sqft,- Sold,
90,"262 Missouri St, San Francisco, CA 94107","COMPASS, Mimi A. Bruce",$1.80M,6 bds,3 ba,"3,630 sqft",- Sold,
91,"1250 Clay St APT 204, San Francisco, CA 94108","COMPASS, Bistra V. Bejanski","$740,000",1 bd,1 ba,-- sqft,- Sold,
92,"4319 25th St, San Francisco, CA 94114","COMPASS, Michael Freethy",$4.00M,4 bds,5 ba,"2,893 sqft",- Sold,
93,"75 Folsom St APT 901, San Francisco, CA 94105","CITY REAL ESTATE, Shalini R. Sadda",$1.43M,2 bds,2 ba,"1,287 sqft",- Sold,
94,"75 Santa Barbara Ave, San Francisco, CA 94112",NaN,$1.29M,4 bds,3 ba,"1,880 sqft",- Sold,
95,"400 Beale St APT 1403, San Francisco, CA 94105","COLDWELL BANKER REALTY, Michelle Stephens",$1.14M,2 bds,2 ba,"1,074 sqft",- Sold,
96,"2071 18th Ave, San Francisco, CA 94116","BETTER HOMES AND GARDENS REAL, Bryan Au",$2.23M,5 bds,5 ba,"2,143 sqft",- Sold,
97,"1367 Natoma St, San Francisco, CA 94103","KELLER WILLIAMS SAN FRANCISCO, Anthony L. Koutsos","$715,000",2 bds,1 ba,713 sqft,- Sold,
98,"2531 34th Ave, San Francisco, CA 94116","BARBCO, Jason C. Chan",$1.55M,4 bds,2 ba,"1,458 sqft",- Sold,
99,"2064 Jackson St, San Francisco, CA 94109","SOTHEBY'S INTERNATIONAL REALTY, Annie M. Williams",$7.60M,3 bds,3 ba,-- sqft,- Sold,
100,"745 39th Ave, San Francisco, CA 94121","SOTHEBY'S INTERNATIONAL REALTY, Robert N. Moffatt",$3.00M,4 bds,2 ba,"2,990 sqft",- Sold,
101,"730 Anderson St, San Francisco, CA 94110","MAXXREALTY, Jeff Tepermeyster",$1.05M,2 bds,2 ba,960 sqft,- Sold,
102,"355 Buena Vista Ave #505W, San Francisco, CA 94117","CORCORAN GLOBAL LIVING, Steve M. Dells","$832,500",1 bd,1 ba,719 sqft,- Sold,
103,"268 Wawona St, San Francisco, CA 94127","BARBCO, Paul Barbagelata",$4.25M,5 bds,6 ba,"3,553 sqft",- Sold,
104,"74 Levant St, San Francisco, CA 94114","SOTHEBY'S INTERNATIONAL REALTY, Darwin Tejada",$1.32M,3 bds,2 ba,"2,019 sqft",- Sold,
105,"80 San Andreas Way, San Francisco, CA 94127","COMPASS SF, Jane R. Poppelreiter",$3.35M,3 bds,4 ba,"2,435 sqft",- Sold,
106,"3500 19th St #203, San Francisco, CA 94110","VANGUARD PROPERTIES, Frank A. Nolan",$2.08M,2 bds,3 ba,"1,589 sqft",- Sold,
107,"2044 Green St, San Francisco, CA 94123","COMPASS, Dennis R. Otto",$4.15M,3 bds,4 ba,"2,877 sqft",- Sold,
108,"202 Ripley St, San Francisco, CA 94110","VANGUARD PROPERTIES, Justina M. Colunga",$1.75M,3 bds,2 ba,"1,670 sqft",- Sold,
109,"1960 Baker St, San Francisco, CA 94115","BERKSHIRE HATHAWAY-FRANCISCAN, Edward F. Milestone",$3.40M,5 bds,4 ba,"3,989 sqft",- Sold,
110,"1150 Wayland St, San Francisco, CA 94134","VANGUARD PROPERTIES, Carlos D. Cabarcos",$1.30M,2 bds,1 ba,"1,473 sqft",- Sold,
111,"1868 Van Ness Ave APT 301, San Francisco, CA 94109",NaN,$1.27M,2 bds,2 ba,-- sqft,- Sold,
112,"255 Berry St APT 413, San Francisco, CA 94158","COMPASS, Jina Kang",$1.20M,2 bds,2 ba,"1,050 sqft",- Sold,
113,"601 Van Ness Ave APT 123, San Francisco, CA 94102","CORCORAN GLOBAL LIVING, Daniel P. Langford","$420,000",1 bd,1 ba,550 sqft,- Sold,
114,"1558 Clay St #1560, San Francisco, CA 94109","NEW PACIFIC RLTY. & INV., John K. Ngau",$1.48M,4 bds,4 ba,"2,266 sqft",- Sold,
115,"41 Ora Way, San Francisco, CA 94131","CORCORAN GLOBAL LIVING, Daniel R. Fernandez",$3.75M,4 bds,3 ba,"2,865 sqft",- Sold,
116,"54-56 Elizabeth St #56, San Francisco, CA 94110",NaN,"$675,000",-- bds,-- ba,-- sqft,- Sold,
117,"178 Brewster St, San Francisco, CA 94110","VANGUARD PROPERTIES, Michael H. Shaw",$1.95M,4 bds,4 ba,"1,981 sqft",- Sold,
118,"995 Clayton St #997, San Francisco, CA 94117","FADCAL HOME & MORTGAGES, Zhen Bang Yu",$1.90M,4 bds,2 ba,"3,050 sqft",- Sold,
119,"24 Woodland Ave #B, San Francisco, CA 94117","COMPASS, Gillian S. Pontes","$849,000",1 bd,2 ba,-- sqft,- Sold,
120,"873 Union St, San Francisco, CA 94133","COMPASS, John C. Fitzgerald",$2.10M,4 bds,3 ba,"2,090 sqft",- Sold,
121,"1817 California St APT 105, San Francisco, CA 94109","COMPASS SF, Gary J. Snow","$600,000",1 bd,1 ba,542 sqft,- Sold,
122,"555 Bartlett St APT 304, San Francisco, CA 94110","INDIGO REAL ESTATE, Mollie W. Poe",$1.17M,2 bds,2 ba,"1,056 sqft",- Sold,
123,"1043 Alabama St, San Francisco, CA 94110","GOLDEN GATE SOTHEBY'S INTL, Paul Warrin","$850,000",3 bds,1 ba,"1,470 sqft",- Sold,
124,"1 Hawthorne St UNIT 20A, San Francisco, CA 94105","COLDWELL BANKER REALTY, Leslie Bauer",$1.02M,1 bd,1 ba,909 sqft,- Sold,
125,"408 Sweeny St, San Francisco, CA 94134","INTERO REAL ESTATE SERVICES, Richard Cairo",$1.35M,Studio,-- ba,"1,170 sqft",- Sold,
126,"170 Summit Way, San Francisco, CA 94132","ANDERSEN, JUNG & CO., Ronny Budiutama",$1.23M,3 bds,2 ba,"1,547 sqft",- Sold,
127,"950 Kansas St #1, San Francisco, CA 94107","CORPEN REAL ESTATE GROUP, Edward Ong",$1.38M,3 bds,2 ba,"1,645 sqft",- Sold,
128,"3380 22nd St #A, San Francisco, CA 94110","COMPASS, Laura A. Rogers",$1.35M,2 bds,2 ba,-- sqft,- Sold,
129,"201 Folsom St APT 21A, San Francisco, CA 94105","COMPASS, Crystal C. Injo",$1.91M,2 bds,2 ba,"1,368 sqft",- Sold,
130,"20 Parkridge Dr APT 12, San Francisco, CA 94131","VANGUARD PROPERTIES, Michael H. Shaw","$849,000",2 bds,1 ba,-- sqft,- Sold,
131,"546 43rd Ave, San Francisco, CA 94121","COLDWELL BANKER REALTY, Scott E-Li Yeh",$1.21M,2 bds,1 ba,-- sqft,- Sold,
132,"3620 19th St APT 5, San Francisco, CA 94110","VANGUARD PROPERTIES, Michael H. Shaw",$1.57M,2 bds,3 ba,-- sqft,- Sold,
133,"4547 18th St #B, San Francisco, CA 94114","VANGUARD PROPERTIES, Jean-Paul Samaha",$2.40M,4 bds,3 ba,"2,100 sqft",- Sold,
134,"4351 17th St, San Francisco, CA 94114","COMPASS, Michael L. Bellings",$1.31M,2 bds,-- ba,"1,230 sqft",- Sold,
135,"370 De Haro St APT A8, San Francisco, CA 94103","COMPASS, Anthony Kwiecien",$1.20M,1 bd,2 ba,"1,334 sqft",- Sold,
136,"1595 Treat Ave, San Francisco, CA 94110","KINDRED SF HOMES, Shelly L. Sutherland",$2.00M,3 bds,3 ba,"1,760 sqft",- Sold,
137,"457 Duncan St, San Francisco, CA 94131","COMPASS, Tal Klein",$1.70M,2 bds,1 ba,870 sqft,- Sold,
138,"66 Gould St, San Francisco, CA 94124","COLDWELL BANKER REALTY, Gary Lo",$1.05M,3 bds,2 ba,"1,250 sqft",- Sold,
139,"455 Buena Vista Ave, San Francisco, CA 94117","COMPASS, Dino Zuzic",$6.20M,4 bds,7 ba,"6,035 sqft",- Sold,
140,"1041 Alabama St, San Francisco, CA 94110","GOLDEN GATE SOTHEBY'S INTL, Paul Warrin","$950,000",2 bds,1 ba,"1,430 sqft",- Sold,
141,"201 Folsom St APT 35A, San Francisco, CA 94105","COLDWELL BANKER REALTY, Emma Aslanian",$2.83M,2 bds,2 ba,"1,568 sqft",- Sold,
142,"280 Spear St #3U, San Francisco, CA 94105","Tishman Speyer, POLARIS PACIFIC, Garrett R. Frakes","$710,000",1 bd,1 ba,671 sqft,- Sold,
143,"534 Shotwell St APT 1, San Francisco, CA 94110","COMPASS, Radha Tomassetti","$975,000",2 bds,1 ba,-- sqft,- Sold,
144,"467 Naples St, San Francisco, CA 94112","EXP REALTY OF CALIFORNIA, INC, Jaime Rodriguez",$1.10M,2 bds,2 ba,"1,242 sqft",- Sold,
145,"2145 15th Ave, San Francisco, CA 94116","BERKSHIRE HATHAWAY-FRANCISCAN, Edward F. Milestone",$2.08M,3 bds,2 ba,"1,884 sqft",- Sold,
146,"32 Hartford St, San Francisco, CA 94114","COMPASS, Shannon L. Hughes",$2.50M,2 bds,1 ba,-- sqft,- Sold,
147,"28 Beideman St, San Francisco, CA 94115","VANGUARD PROPERTIES, Michael H. Shaw",$1.32M,2 bds,2 ba,934 sqft,- Sold,
148,"1554 Dolores St, San Francisco, CA 94110","COMPASS, C.M. Foo",$1.75M,3 bds,2 ba,"1,832 sqft",- Sold,
149,"555 Golden Gate Ave #302, San Francisco, CA 94102","JS SULLIVAN SALES AND MARKETIN, Loring M. Aguillon-Racine","$799,000",2 bds,1 ba,830 sqft,- Sold,
150,"255 Berry St APT 115, San Francisco, CA 94158",NaN,$1.65M,3 bds,3 ba,"1,707 sqft",- Sold,
151,"455 Vallejo St APT 304, San Francisco, CA 94133","COMPASS SF, Dale T. Boutiette",$1.25M,2 bds,2 ba,"1,009 sqft",- Sold,
152,"165 Ripley St, San Francisco, CA 94110","COMPASS, Calvin M. Kam",$1.65M,2 bds,1 ba,"1,225 sqft",- Sold,
153,"3620 Cesar Chavez St #103, San Francisco, CA 94110","VANGUARD PROPERTIES, Massimo F. Loporto","$735,000",1 bd,1 ba,-- sqft,- Sold,
154,"1000 3rd St #412, San Francisco, CA 94158","COMPASS, Dunja Green","$987,000",1 bd,1 ba,767 sqft,- Sold,
155,"1310 Fillmore St APT 501, San Francisco, CA 94115","COMPASS, Lisa M. Lyons",$1.38M,3 bds,3 ba,"1,513 sqft",- Sold,
156,"50 Lansing St UNIT 505, San Francisco, CA 94105","COMPASS, Yelena Laudati",$1.10M,2 bds,2 ba,995 sqft,- Sold,
157,"242 San Jose Ave, San Francisco, CA 94110","COMPASS, Missy Wyant Smit",$5.55M,4 bds,4 ba,"3,350 sqft",- Sold,
158,"227 Flood Ave, San Francisco, CA 94112","COMPASS, Deborah Lynn Rutledge",$1.70M,2 bds,1 ba,"2,129 sqft",- Sold,
159,"74 New Montgomery St UNIT 203, San Francisco, CA 94105","COMPASS, Justin Goldberg","$575,000",1 bd,1 ba,592 sqft,- Sold,
160,"74 New Montgomery St UNIT 203, San Francisco, CA 94105","COMPASS, Justin Goldberg","$575,000",1 bd,1 ba,592 sqft,- Sold,
161,"291 Hearst Ave, San Francisco, CA 94131",NaN,$1.25M,2 bds,2 ba,"1,525 sqft",- Sold,
162,"1554 Dolores St, San Francisco, CA 94110","COMPASS, C.M. Foo",$1.75M,3 bds,2 ba,"1,832 sqft",- Sold,
163,"28 Beideman St, San Francisco, CA 94115","VANGUARD PROPERTIES, Michael H. Shaw",$1.32M,2 bds,2 ba,934 sqft,- Sold,
164,"50 Lansing St UNIT 505, San Francisco, CA 94105","COMPASS, Yelena Laudati",$1.10M,2 bds,2 ba,995 sqft,- Sold,
165,"573 14th Ave, San Francisco, CA 94118","COMPASS, Missy Wyant Smit",$1.83M,2 bds,2 ba,"1,788 sqft",- Sold,
166,"555 Golden Gate Ave #204, San Francisco, CA 94102","JS SULLIVAN SALES AND MARKETIN, Loring M. Aguillon-Racine","$649,000",1 bd,1 ba,573 sqft,- Sold,
167,"1504 Mcallister St #B, San Francisco, CA 94115","COMPASS, Alan F. Morcos",$1.40M,3 bds,2 ba,"1,318 sqft",- Sold,
168,"555 Golden Gate Ave #302, San Francisco, CA 94102","JS SULLIVAN SALES AND MARKETIN, Loring M. Aguillon-Racine","$799,000",2 bds,1 ba,830 sqft,- Sold,
169,"1310 Fillmore St APT 501, San Francisco, CA 94115","COMPASS, Lisa M. Lyons",$1.38M,3 bds,3 ba,"1,513 sqft",- Sold,
170,"32 Hartford St, San Francisco, CA 94114","COMPASS, Shannon L. Hughes",$2.50M,2 bds,1 ba,-- sqft,- Sold,
171,"2350 42nd Ave, San Francisco, CA 94116","COLDWELL BANKER REALTY, Jeremy A. Rushton",$1.90M,4 bds,3 ba,"1,960 sqft",- Sold,
172,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
173,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
174,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
175,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
176,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
177,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
178,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
179,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
180,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
181,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
182,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
183,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
184,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
185,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
186,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
187,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
188,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
189,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
190,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
191,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
192,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
193,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
194,"1239 19th Ave, San Francisco, CA 94122","COMPASS, Marcus A. Lee",$1.91M,6 bds,4 ba,"2,717 sqft",- Sold,
195,"1450 Greenwich St APT 103, San Francisco, CA 94109","COMPASS, Kevin Wakelin",$1.42M,1 bd,1 ba,900 sqft,- Sold,
196,"1905 Laguna St APT 104, San Francisco, CA 94115","CORCORAN GLOBAL LIVING, Eduardo Aguire","$751,000",Studio,1 ba,-- sqft,- Sold,
197,"2299 Market St APT 201, San Francisco, CA 94114","INDIGO REAL ESTATE, Mollie W. Poe","$900,000",1 bd,1 ba,688 sqft,- Sold,
198,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
199,"900 Bush St APT 717, San Francisco, CA 94109","CORCORAN GLOBAL LIVING, Lauren O'Brien","$730,000",2 bds,2 ba,901 sqft,- Sold,
200,"419 27th St, San Francisco, CA 94131","COMPASS SF, Pete Brannigan",$1.65M,3 bds,2 ba,"1,962 sqft",- Sold,
